,Предаточное число - 1 передача,Предаточное число - 2 передача,Предаточное число - 3 передача,Предаточное число - 4 передача,Диаметр гидротрансформатора,Давление насоса,Максимальный ток соленоида,Время отклика соленоида,Максимальное управляющее давление соленоида,Радиус 1 муфты,Площадь 1 муфты,Количество пар 1 муфты,Коеффициент статического трения 1 муфты,Коеффициент кинетического трения 1 муфты,Радиус 2 муфты,Площадь 2 муфты,Количество пар 2 муфты,Коеффициент статического трения 2 муфты,Коеффициент кинетического трения 2 муфты,Радиус 3 муфты,Площадь 3 муфты,Количество пар 3 муфты,Коеффициент статического трения 3 муфты,Коеффициент кинетического трения 3 муфты,Радиус 4 муфты,Площадь 4 муфты,Количество пар 4 муфты,Коеффициент статического трения 4 муфты,Коеффициент кинетического трения 4 муфты,Момент инерции двигателя,Момент инерции входного вала,Момент инерции выходного вала,Масса авто,Радиус колеса,Время
0,Generation 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.1477129712823526,2.8703783971714034,1.1614569171162419,1,0.3,1757449.0675302849,1.8849018749966335,0.082837306454455,1438786.5784144795,0.4254427452312378,0.011728784205856655,6.0,0.7378851194714698,0.4553676543234051,0.1447702321451753,0.006400764682481422,4.0,0.6967943238071004,0.19706549486491035,0.2930015683244398,0.014153259258851417,4.0,0.43426624831786176,0.2744281424799624,0.3042241764222572,0.01919406901977033,2.0,0.17408665399491807,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3617.0,0.9673966413906772,2.3099999999999947
2,3.1477129712823526,2.64998682869552,1.5695486452154852,1,0.3,3148467.6025874233,1.7173263771582257,0.082837306454455,1438786.5784144795,0.23556979526480043,0.011031401380500731,6.0,0.7378851194714698,0.3269272921785429,0.06837727760559445,0.012333054620490204,9.0,0.6967943238071004,0.11674441050073919,0.4272651025557957,0.012259370437378327,1.0,0.43426624831786176,0.2744281424799624,0.3042241764222572,0.01919406901977033,2.0,0.3819948072930093,0.2865026697969576,0.6505529015101982,0.06504798582544333,0.7118799042626296,3617.0,0.3055603478082589,3.429999999999971
3,3.1477129712823526,2.8703783971714034,1.6128809285432577,1,0.3,1757449.0675302849,1.965153628787143,0.082837306454455,1438786.5784144795,0.4254427452312378,0.011728784205856655,6.0,0.7378851194714698,0.4553676543234051,0.06837727760559445,0.017451700454881817,4.0,0.6967943238071004,0.19706549486491035,0.2613794870408466,0.012972658564527579,4.0,0.43426624831786176,0.1537896987479205,0.3042241764222572,0.01919406901977033,2.0,0.9367322588692566,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3617.0,0.9673966413906772,3.179999999999976
4,3.1477129712823526,2.8703783971714034,1.6128809285432577,1,0.3,1757449.0675302849,1.965153628787143,0.06948858202584432,1438786.5784144795,0.4254427452312378,0.011728784205856655,6.0,0.7378851194714698,0.4553676543234051,0.06837727760559445,0.006400764682481422,4.0,0.6967943238071004,0.19706549486491035,0.2930015683244398,0.014153259258851417,4.0,0.43426624831786176,0.1537896987479205,0.09665180959884859,0.01919406901977033,2.0,0.17408665399491807,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3140.0,0.9673966413906772,3.179999999999976
5,3.1477129712823526,2.6207137419671858,1.1614569171162419,1,0.3,1757449.0675302849,1.8849018749966335,0.082837306454455,2114527.8377855304,0.4254427452312378,0.011728784205856655,6.0,0.10193427825625972,0.4553676543234051,0.06837727760559445,0.006400764682481422,9.0,0.6967943238071004,0.11674441050073919,0.2613794870408466,0.014153259258851417,4.0,0.43426624831786176,0.2744281424799624,0.3042241764222572,0.011928580502158835,2.0,0.5870960486335041,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3617.0,0.9673966413906772,2.3099999999999947
6,Generation 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.1477129712823526,2.8703783971714034,1.1614569171162419,1,0.3,1757449.0675302849,1.8849018749966335,0.082837306454455,1438786.5784144795,0.4254427452312378,0.011728784205856655,6.0,0.7378851194714698,0.4553676543234051,0.1447702321451753,0.006400764682481422,4.0,0.6967943238071004,0.19706549486491035,0.2930015683244398,0.014153259258851417,4.0,0.43426624831786176,0.2744281424799624,0.3042241764222572,0.01919406901977033,2.0,0.17408665399491807,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3617.0,0.9673966413906772,2.3099999999999947
8,3.1477129712823526,2.64998682869552,1.5695486452154852,1,0.3,3148467.6025874233,1.7173263771582257,0.082837306454455,1438786.5784144795,0.23556979526480043,0.011031401380500731,6.0,0.7378851194714698,0.3269272921785429,0.06837727760559445,0.012333054620490204,9.0,0.6967943238071004,0.11674441050073919,0.4272651025557957,0.012259370437378327,1.0,0.43426624831786176,0.2744281424799624,0.3042241764222572,0.01919406901977033,2.0,0.3819948072930093,0.2865026697969576,0.6505529015101982,0.06504798582544333,0.7118799042626296,3617.0,0.3055603478082589,3.429999999999971
9,3.1477129712823526,2.8703783971714034,1.6128809285432577,1,0.3,1757449.0675302849,1.965153628787143,0.082837306454455,1438786.5784144795,0.4254427452312378,0.011728784205856655,6.0,0.7378851194714698,0.4553676543234051,0.06837727760559445,0.017451700454881817,4.0,0.6967943238071004,0.19706549486491035,0.2613794870408466,0.012972658564527579,4.0,0.43426624831786176,0.1537896987479205,0.3042241764222572,0.01919406901977033,2.0,0.9367322588692566,0.3390073631104823,0.6486245310474035,0.31071739130297865,0.7118799042626296,3617.0,0.9673966413906772,3.179999999999976
